ticker,status,cik,full_text_path,risk_factors_path,mda_path
DNK,cik_not_found,,,,
NBP,no_filing,0001778016,,,
SOGP,no_filing,0001783407,,,
VEL,cached,,data/raw/s1_filings/VEL_2020-01-17.txt,data/raw/s1_filings/VEL_2020-01-17_risk_factors.txt,data/raw/s1_filings/VEL_2020-01-17_mda.txt
GMFI,cik_not_found,,,,
WTMA,cik_not_found,,,,
AOGO,cik_not_found,,,,
GDNR,cik_not_found,,,,
NXGL,cached,,data/raw/s1_filings/NXGL_2021-12-22.txt,data/raw/s1_filings/NXGL_2021-12-22_risk_factors.txt,data/raw/s1_filings/NXGL_2021-12-22_mda.txt
LSPR,cik_not_found,,,,
NVAC,cik_not_found,,,,
SAGA,cik_not_found,,,,
APCA,cik_not_found,,,,
RCAC,cik_not_found,,,,
ADRT,cik_not_found,,,,
BNOX,cik_not_found,,,,
CFFS,cik_not_found,,,,
FLD,cached,,data/raw/s1_filings/FLD_2021-12-16.txt,data/raw/s1_filings/FLD_2021-12-16_risk_factors.txt,data/raw/s1_filings/FLD_2021-12-16_mda.txt
IMMX,cached,,data/raw/s1_filings/IMMX_2021-12-16.txt,data/raw/s1_filings/IMMX_2021-12-16_risk_factors.txt,data/raw/s1_filings/IMMX_2021-12-16_mda.txt
SANG,no_filing,0001753368,,,
SHAP,cik_not_found,,,,
AHRN,cik_not_found,,,,
BFAC,cik_not_found,,,,
EVE,cik_not_found,,,,
GNTA,no_filing,0001838716,,,
IOT,no_filing,0001642896,,,
IVCB,cik_not_found,,,,
IVCP,cik_not_found,,,,
PRLH,cik_not_found,,,,
AMZE,cached,,data/raw/s1_filings/AMZE_2021-12-14.txt,data/raw/s1_filings/AMZE_2021-12-14_risk_factors.txt,data/raw/s1_filings/AMZE_2021-12-14_mda.txt
KACL,cik_not_found,,,,
SIDU,cached,,data/raw/s1_filings/SIDU_2021-12-14.txt,data/raw/s1_filings/SIDU_2021-12-14_risk_factors.txt,data/raw/s1_filings/SIDU_2021-12-14_mda.txt
ALSA,cik_not_found,,,,
BRKH,cik_not_found,,,,
ATEK,cached,,data/raw/s1_filings/ATEK_2021-12-10.txt,data/raw/s1_filings/ATEK_2021-12-10_risk_factors.txt,data/raw/s1_filings/ATEK_2021-12-10_mda.txt
FRBN,cik_not_found,,,,
FXCO,cik_not_found,,,,
GFGD,cik_not_found,,,,
HAIA,cik_not_found,,,,
PORT,cik_not_found,,,,
TCOA,cik_not_found,,,,
XPDB,cik_not_found,,,,
GGAA,cik_not_found,,,,
HCP,cik_not_found,,,,
HORI,cik_not_found,,,,
IGTA,cached,,data/raw/s1_filings/IGTA_2021-12-09.txt,data/raw/s1_filings/IGTA_2021-12-09_risk_factors.txt,data/raw/s1_filings/IGTA_2021-12-09_mda.txt
NRSN,no_filing,0001875091,,,
NU,no_filing,0001691493,,,
RJAC,cik_not_found,,,,
SCUA,cik_not_found,,,,
TGAA,cik_not_found,,,,
WEL,cik_not_found,,,,
CING,cached,,data/raw/s1_filings/CING_2021-12-08.txt,data/raw/s1_filings/CING_2021-12-08_risk_factors.txt,data/raw/s1_filings/CING_2021-12-08_mda.txt
REFI,no_filing,0001867949,,,
APXI,cik_not_found,,,,
DAOO,cik_not_found,,,,
GLLI,cik_not_found,,,,
JWAC,cik_not_found,,,,
MTVC,cik_not_found,,,,
BIOS,cik_not_found,,,,
BOCN,cik_not_found,,,,
BPAC,no_filing,0002064177,,,
STET,cik_not_found,,,,
GEEX,cik_not_found,,,,
ROC,no_filing,0002077709,,,
UTAA,cik_not_found,,,,
CMCAF,cached,,data/raw/s1_filings/CMCAF_2021-12-01.txt,data/raw/s1_filings/CMCAF_2021-12-01_risk_factors.txt,data/raw/s1_filings/CMCAF_2021-12-01_mda.txt
PACI,cik_not_found,,,,
ROCL,cik_not_found,,,,
TLGY,cik_not_found,,,,
CNGL,cik_not_found,,,,
BRD,cik_not_found,,,,
MKULQ,cik_not_found,,,,
MNTN,no_filing,0001891027,,,
MAAQ,cik_not_found,,,,
VHNA,cik_not_found,,,,
LAX,cik_not_found,,,,
LGTO,cik_not_found,,,,
AHI,cik_not_found,,,,
ALOR,cik_not_found,,,,
CREEF,cik_not_found,,,,
FINW,cached,,data/raw/s1_filings/FINW_2021-11-19.txt,data/raw/s1_filings/FINW_2021-11-19_risk_factors.txt,data/raw/s1_filings/FINW_2021-11-19_mda.txt
FNUC,no_filing,0001769697,,,
IFIN,cik_not_found,,,,
NFNT,cik_not_found,,,,
ZING,cik_not_found,,,,
ARIZ,cik_not_found,,,,
BLEU,cik_not_found,,,,
SG,cached,,data/raw/s1_filings/SG_2021-11-18.txt,data/raw/s1_filings/SG_2021-11-18_risk_factors.txt,data/raw/s1_filings/SG_2021-11-18_mda.txt
BRZE,cached,,data/raw/s1_filings/BRZE_2021-11-17.txt,data/raw/s1_filings/BRZE_2021-11-17_risk_factors.txt,data/raw/s1_filings/BRZE_2021-11-17_mda.txt
IREN,no_filing,0001878848,,,
LFAC,no_filing,0002084563,,,
NETC,cik_not_found,,,,
SEVCF,cik_not_found,,,,
SGII,cik_not_found,,,,
SUAC,cik_not_found,,,,
USER,cik_not_found,,,,
ENCP,cik_not_found,,,,
BTBD,cached,,data/raw/s1_filings/BTBD_2021-11-12.txt,data/raw/s1_filings/BTBD_2021-11-12_risk_factors.txt,data/raw/s1_filings/BTBD_2021-11-12_mda.txt
DERM,cached,,data/raw/s1_filings/DERM_2021-11-12.txt,data/raw/s1_filings/DERM_2021-11-12_risk_factors.txt,data/raw/s1_filings/DERM_2021-11-12_mda.txt
IRRX,cik_not_found,,,,
MCAG,cached,,data/raw/s1_filings/MCAG_2021-11-12.txt,data/raw/s1_filings/MCAG_2021-11-12_risk_factors.txt,data/raw/s1_filings/MCAG_2021-11-12_mda.txt
MYNA,cik_not_found,,,,
BEAT,cached,,data/raw/s1_filings/BEAT_2021-11-11.txt,data/raw/s1_filings/BEAT_2021-11-11_risk_factors.txt,data/raw/s1_filings/BEAT_2021-11-11_mda.txt
BLZE,cached,,data/raw/s1_filings/BLZE_2021-11-11.txt,data/raw/s1_filings/BLZE_2021-11-11_risk_factors.txt,data/raw/s1_filings/BLZE_2021-11-11_mda.txt
LGVC,cik_not_found,,,,
LVLU,cached,,data/raw/s1_filings/LVLU_2021-11-11.txt,data/raw/s1_filings/LVLU_2021-11-11_risk_factors.txt,data/raw/s1_filings/LVLU_2021-11-11_mda.txt
PIK,cik_not_found,,,,
TIVC,cached,,data/raw/s1_filings/TIVC_2021-11-11.txt,data/raw/s1_filings/TIVC_2021-11-11_risk_factors.txt,data/raw/s1_filings/TIVC_2021-11-11_mda.txt
VAXX,cik_not_found,,,,
VMGA,cik_not_found,,,,
WBEV,cik_not_found,,,,
WEAV,cached,,data/raw/s1_filings/WEAV_2021-11-11.txt,data/raw/s1_filings/WEAV_2021-11-11_risk_factors.txt,data/raw/s1_filings/WEAV_2021-11-11_mda.txt
ACDI,cik_not_found,,,,
AFAC,cik_not_found,,,,
BCSA,cik_not_found,,,,
BJDX,cached,,data/raw/s1_filings/BJDX_2021-11-10.txt,data/raw/s1_filings/BJDX_2021-11-10_risk_factors.txt,data/raw/s1_filings/BJDX_2021-11-10_mda.txt
CBRG,cik_not_found,,,,
CINT,no_filing,0001868995,,,
EXFY,cached,,data/raw/s1_filings/EXFY_2021-11-10.txt,data/raw/s1_filings/EXFY_2021-11-10_risk_factors.txt,data/raw/s1_filings/EXFY_2021-11-10_mda.txt
RCFA,cik_not_found,,,,
RIVN,cached,,data/raw/s1_filings/RIVN_2021-11-10.txt,data/raw/s1_filings/RIVN_2021-11-10_risk_factors.txt,data/raw/s1_filings/RIVN_2021-11-10_mda.txt
APNC,cik_not_found,,,,
DPCS,cik_not_found,,,,
GVCI,cik_not_found,,,,
HTAQ,cik_not_found,,,,
OLIT,cik_not_found,,,,
SOPA,cached,,data/raw/s1_filings/SOPA_2021-11-09.txt,data/raw/s1_filings/SOPA_2021-11-09_risk_factors.txt,data/raw/s1_filings/SOPA_2021-11-09_mda.txt
SWAG,cached,,data/raw/s1_filings/SWAG_2021-11-09.txt,data/raw/s1_filings/SWAG_2021-11-09_risk_factors.txt,data/raw/s1_filings/SWAG_2021-11-09_mda.txt
TCBX,cached,,data/raw/s1_filings/TCBX_2021-11-09.txt,data/raw/s1_filings/TCBX_2021-11-09_risk_factors.txt,data/raw/s1_filings/TCBX_2021-11-09_mda.txt
CIAN,cik_not_found,,,,
IOBT,cik_not_found,,,,
IQMD,cik_not_found,,,,
MCAA,cik_not_found,,,,
NPAB,cik_not_found,,,,
QUCY,no_filing,0001874252,,,
RGF,cik_not_found,,,,
RRAC,cik_not_found,,,,
SVNA,cik_not_found,,,,
ARHS,cached,,data/raw/s1_filings/ARHS_2021-11-04.txt,data/raw/s1_filings/ARHS_2021-11-04_risk_factors.txt,data/raw/s1_filings/ARHS_2021-11-04_mda.txt
CDRE,download_error: 404 Client Error: Not Found for url: https://www.sec.gov/Archives/edgar/data/1860543/000110465921131977/tm2115376-30_s1a.htm,0001860543,,,
CNDB,cik_not_found,,,,
DHAC,cik_not_found,,,,
EVO,no_filing,0001412558,,,
FNVT,cik_not_found,,,,
JUN,cik_not_found,,,,
LGST,cik_not_found,,,,
LION,no_filing,0002052959,,,
MDXH,no_filing,0001872529,,,
MPRA,cik_not_found,,,,
NRDS,cached,,data/raw/s1_filings/NRDS_2021-11-04.txt,data/raw/s1_filings/NRDS_2021-11-04_risk_factors.txt,data/raw/s1_filings/NRDS_2021-11-04_mda.txt
SHCA,cik_not_found,,,,
SZZL,no_filing,0002030663,,,
TOAC,cik_not_found,,,,
BIRD,cached,,data/raw/s1_filings/BIRD_2021-11-03.txt,data/raw/s1_filings/BIRD_2021-11-03_risk_factors.txt,data/raw/s1_filings/BIRD_2021-11-03_mda.txt
CMTG,no_filing,0001666291,,,
FRLA,cik_not_found,,,,
INTE,cik_not_found,,,,
MLAI,cik_not_found,,,,
ONYX,cik_not_found,,,,
TGVC,cik_not_found,,,,
TRAQ,cik_not_found,,,,
LIANY,cached,,data/raw/s1_filings/LIANY_2021-11-01.txt,data/raw/s1_filings/LIANY_2021-11-01_risk_factors.txt,data/raw/s1_filings/LIANY_2021-11-01_mda.txt
LIBY,cik_not_found,,,,
VSAC,cik_not_found,,,,
AEAE,cached,,data/raw/s1_filings/AEAE_2021-10-29.txt,data/raw/s1_filings/AEAE_2021-10-29_risk_factors.txt,data/raw/s1_filings/AEAE_2021-10-29_mda.txt
AIRS,cached,,data/raw/s1_filings/AIRS_2021-10-29.txt,data/raw/s1_filings/AIRS_2021-10-29_risk_factors.txt,data/raw/s1_filings/AIRS_2021-10-29_mda.txt
ARCK,cik_not_found,,,,
AURA,cached,,data/raw/s1_filings/AURA_2021-10-29.txt,data/raw/s1_filings/AURA_2021-10-29_risk_factors.txt,data/raw/s1_filings/AURA_2021-10-29_mda.txt
BFRI,cached,,data/raw/s1_filings/BFRI_2021-10-29.txt,data/raw/s1_filings/BFRI_2021-10-29_risk_factors.txt,data/raw/s1_filings/BFRI_2021-10-29_mda.txt
CCTS,cik_not_found,,,,
HRT,cik_not_found,,,,
PEGR,cik_not_found,,,,
SEDA,cik_not_found,,,,
SONX,cached,,data/raw/s1_filings/SONX_2021-10-29.txt,data/raw/s1_filings/SONX_2021-10-29_risk_factors.txt,data/raw/s1_filings/SONX_2021-10-29_mda.txt
TRDA,cached,,data/raw/s1_filings/TRDA_2021-10-29.txt,data/raw/s1_filings/TRDA_2021-10-29_risk_factors.txt,data/raw/s1_filings/TRDA_2021-10-29_mda.txt
UDMY,cached,,data/raw/s1_filings/UDMY_2021-10-29.txt,data/raw/s1_filings/UDMY_2021-10-29_risk_factors.txt,data/raw/s1_filings/UDMY_2021-10-29_mda.txt
ADAL,cik_not_found,,,,
DTC,cik_not_found,,,,
FIAC,cik_not_found,,,,
FLNC,cached,,data/raw/s1_filings/FLNC_2021-10-28.txt,data/raw/s1_filings/FLNC_2021-10-28_risk_factors.txt,data/raw/s1_filings/FLNC_2021-10-28_mda.txt
GFS,no_filing,0001709048,,,
PCCT,cik_not_found,,,,
SCMA,cik_not_found,,,,
AIP,cached,,data/raw/s1_filings/AIP_2021-10-27.txt,data/raw/s1_filings/AIP_2021-10-27_risk_factors.txt,data/raw/s1_filings/AIP_2021-10-27_mda.txt
DMAQ,cik_not_found,,,,
INFA,cik_not_found,,,,
IOAC,cik_not_found,,,,
LVAC,cik_not_found,,,,
MRAI,cached,,data/raw/s1_filings/MRAI_2021-10-27.txt,data/raw/s1_filings/MRAI_2021-10-27_risk_factors.txt,data/raw/s1_filings/MRAI_2021-10-27_mda.txt
OHAA,cik_not_found,,,,
PHYT,cik_not_found,,,,
RENT,cached,,data/raw/s1_filings/RENT_2021-10-27.txt,data/raw/s1_filings/RENT_2021-10-27_risk_factors.txt,data/raw/s1_filings/RENT_2021-10-27_mda.txt
USCTF,cik_not_found,,,,
ARIS,no_filing,0001964504,,,
ICNC,cik_not_found,,,,
MBSC,cik_not_found,,,,
PGSS,cik_not_found,,,,
UTRS,cik_not_found,,,,
XLO,cached,,data/raw/s1_filings/XLO_2021-10-22.txt,data/raw/s1_filings/XLO_2021-10-22_risk_factors.txt,data/raw/s1_filings/XLO_2021-10-22_mda.txt
COCO,cached,,data/raw/s1_filings/COCO_2021-10-21.txt,data/raw/s1_filings/COCO_2021-10-21_risk_factors.txt,data/raw/s1_filings/COCO_2021-10-21_mda.txt
ENER,cik_not_found,,,,
ENFN,cik_not_found,,,,
GOGN,cik_not_found,,,,
GTAC,cik_not_found,,,,
NHIC,no_filing,0002043699,,,
PTLO,cached,,data/raw/s1_filings/PTLO_2021-10-21.txt,data/raw/s1_filings/PTLO_2021-10-21_risk_factors.txt,data/raw/s1_filings/PTLO_2021-10-21_mda.txt
RPC,cached,,data/raw/s1_filings/RPC_2021-10-21.txt,data/raw/s1_filings/RPC_2021-10-21_risk_factors.txt,data/raw/s1_filings/RPC_2021-10-21_mda.txt
RWAY,no_filing,0001653384,,,
THAC,cik_not_found,,,,
VTYX,cik_not_found,,,,
XFIN,cik_not_found,,,,
ACAQ,cik_not_found,,,,
AXH,cik_not_found,,,,
CNTX,cached,,data/raw/s1_filings/CNTX_2021-10-20.txt,data/raw/s1_filings/CNTX_2021-10-20_risk_factors.txt,data/raw/s1_filings/CNTX_2021-10-20_mda.txt
CYN,cached,,data/raw/s1_filings/CYN_2021-10-20.txt,data/raw/s1_filings/CYN_2021-10-20_risk_factors.txt,data/raw/s1_filings/CYN_2021-10-20_mda.txt
ESAC,cik_not_found,,,,
NCAC,cik_not_found,,,,
SDIG,cik_not_found,,,,
WWAC,cik_not_found,,,,
BMAQ,cik_not_found,,,,
ENTF,cik_not_found,,,,
FEXD,cik_not_found,,,,
SMAP,cik_not_found,,,,
AVHI,cik_not_found,,,,
CDAQ,cik_not_found,,,,
FNA,cik_not_found,,,,
FOUN,cik_not_found,,,,
INKT,cached,,data/raw/s1_filings/INKT_2021-10-15.txt,data/raw/s1_filings/INKT_2021-10-15_risk_factors.txt,data/raw/s1_filings/INKT_2021-10-15_mda.txt
PEPL,cik_not_found,,,,
SANB,cik_not_found,,,,
BMAC,cik_not_found,,,,
GTLB,cached,,data/raw/s1_filings/GTLB_2021-10-14.txt,data/raw/s1_filings/GTLB_2021-10-14_risk_factors.txt,data/raw/s1_filings/GTLB_2021-10-14_mda.txt
IHS,no_filing,0001876183,,,
LUCD,cached,,data/raw/s1_filings/LUCD_2021-10-14.txt,data/raw/s1_filings/LUCD_2021-10-14_risk_factors.txt,data/raw/s1_filings/LUCD_2021-10-14_mda.txt
ROSE,cik_not_found,,,,
TRIS,cik_not_found,,,,
AVDX,cik_not_found,,,,
FATP,cik_not_found,,,,
HCTI,cached,,data/raw/s1_filings/HCTI_2021-10-13.txt,data/raw/s1_filings/HCTI_2021-10-13_risk_factors.txt,data/raw/s1_filings/HCTI_2021-10-13_mda.txt
GIAC,cik_not_found,,,,
CGTX,cached,,data/raw/s1_filings/CGTX_2021-10-08.txt,data/raw/s1_filings/CGTX_2021-10-08_risk_factors.txt,data/raw/s1_filings/CGTX_2021-10-08_mda.txt
HWKZ,cik_not_found,,,,
ISO,cik_not_found,,,,
JMAC,cik_not_found,,,,
LCW,cik_not_found,,,,
SAMA,cik_not_found,,,,
IXAQ,cik_not_found,,,,
LTH,cached,,data/raw/s1_filings/LTH_2021-10-07.txt,data/raw/s1_filings/LTH_2021-10-07_risk_factors.txt,data/raw/s1_filings/LTH_2021-10-07_mda.txt
TCN,cik_not_found,,,,
THRX,cik_not_found,,,,
AVAC,cik_not_found,,,,
EMPD,cached,,data/raw/s1_filings/EMPD_2021-10-06.txt,data/raw/s1_filings/EMPD_2021-10-06_risk_factors.txt,data/raw/s1_filings/EMPD_2021-10-06_mda.txt
NFYS,cik_not_found,,,,
NVEI,cik_not_found,,,,
PBAX,cik_not_found,,,,
PCX,cik_not_found,,,,
BHAC,cik_not_found,,,,
RNER,cik_not_found,,,,
DMYS,cik_not_found,,,,
EXAI,cik_not_found,,,,
FWRG,cached,,data/raw/s1_filings/FWRG_2021-10-01.txt,data/raw/s1_filings/FWRG_2021-10-01_risk_factors.txt,data/raw/s1_filings/FWRG_2021-10-01_mda.txt
GATE,cik_not_found,,,,
MTRY,cik_not_found,,,,
PYXS,cached,,data/raw/s1_filings/PYXS_2021-10-01.txt,data/raw/s1_filings/PYXS_2021-10-01_risk_factors.txt,data/raw/s1_filings/PYXS_2021-10-01_mda.txt
TDCX,cik_not_found,,,,
ARTE,cik_not_found,,,,
HPLT,cik_not_found,,,,
OLPX,cached,,data/raw/s1_filings/OLPX_2021-09-30.txt,data/raw/s1_filings/OLPX_2021-09-30_risk_factors.txt,data/raw/s1_filings/OLPX_2021-09-30_mda.txt
HCVI,cik_not_found,,,,
MEKA,cik_not_found,,,,
WRBY,cached,,data/raw/s1_filings/WRBY_2021-09-29.txt,data/raw/s1_filings/WRBY_2021-09-29_risk_factors.txt,data/raw/s1_filings/WRBY_2021-09-29_mda.txt
AMPL,cached,,data/raw/s1_filings/AMPL_2021-09-28.txt,data/raw/s1_filings/AMPL_2021-09-28_risk_factors.txt,data/raw/s1_filings/AMPL_2021-09-28_mda.txt
BACA,cik_not_found,,,,
PRBM,cik_not_found,,,,
CWAN,cached,,data/raw/s1_filings/CWAN_2021-09-24.txt,data/raw/s1_filings/CWAN_2021-09-24_risk_factors.txt,data/raw/s1_filings/CWAN_2021-09-24_mda.txt
DSAQ,cik_not_found,,,,
GIA,cik_not_found,,,,
HLTHQ,cik_not_found,,,,
ARBK,no_filing,0001841675,,,
BRLT,cached,,data/raw/s1_filings/BRLT_2021-09-23.txt,data/raw/s1_filings/BRLT_2021-09-23_risk_factors.txt,data/raw/s1_filings/BRLT_2021-09-23_mda.txt
ESMT,cik_not_found,,,,
LOCC,cik_not_found,,,,
RELY,cached,,data/raw/s1_filings/RELY_2021-09-23.txt,data/raw/s1_filings/RELY_2021-09-23_risk_factors.txt,data/raw/s1_filings/RELY_2021-09-23_mda.txt
SOVO,cik_not_found,,,,
STER,cik_not_found,,,,
THRN,cik_not_found,,,,
AKA,cached,,data/raw/s1_filings/AKA_2021-09-22.txt,data/raw/s1_filings/AKA_2021-09-22_risk_factors.txt,data/raw/s1_filings/AKA_2021-09-22_mda.txt
ARGU,cik_not_found,,,,
FRSH,cached,,data/raw/s1_filings/FRSH_2021-09-22.txt,data/raw/s1_filings/FRSH_2021-09-22_risk_factors.txt,data/raw/s1_filings/FRSH_2021-09-22_mda.txt
IPAX,cik_not_found,,,,
TOST,no_filing,0001650164,,,
VBNK,no_filing,0001690639,,,
HHGC,cik_not_found,,,,
ACT,cached,,data/raw/s1_filings/ACT_2021-09-16.txt,data/raw/s1_filings/ACT_2021-09-16_risk_factors.txt,data/raw/s1_filings/ACT_2021-09-16_mda.txt
FLYA,cik_not_found,,,,
FORG,cik_not_found,,,,
AEHA,cik_not_found,,,,
BROS,cached,,data/raw/s1_filings/BROS_2021-09-15.txt,data/raw/s1_filings/BROS_2021-09-15_risk_factors.txt,data/raw/s1_filings/BROS_2021-09-15_mda.txt
CIIG,cik_not_found,,,,
DH,cached,,data/raw/s1_filings/DH_2021-09-15.txt,data/raw/s1_filings/DH_2021-09-15_risk_factors.txt,data/raw/s1_filings/DH_2021-09-15_mda.txt
DICE,cik_not_found,,,,
EDNC,cik_not_found,,,,
EZFL,cik_not_found,,,,
KTTA,cached,,data/raw/s1_filings/KTTA_2021-09-15.txt,data/raw/s1_filings/KTTA_2021-09-15_risk_factors.txt,data/raw/s1_filings/KTTA_2021-09-15_mda.txt
ONON,no_filing,0001858985,,,
PRCT,cached,,data/raw/s1_filings/PRCT_2021-09-15.txt,data/raw/s1_filings/PRCT_2021-09-15_risk_factors.txt,data/raw/s1_filings/PRCT_2021-09-15_mda.txt
SIER,cik_not_found,,,,
TWKS,cik_not_found,,,,
TYRA,cached,,data/raw/s1_filings/TYRA_2021-09-15.txt,data/raw/s1_filings/TYRA_2021-09-15_risk_factors.txt,data/raw/s1_filings/TYRA_2021-09-15_mda.txt
WINV,cached,,data/raw/s1_filings/WINV_2021-09-15.txt,data/raw/s1_filings/WINV_2021-09-15_risk_factors.txt,data/raw/s1_filings/WINV_2021-09-15_mda.txt
PAFO,cik_not_found,,,,
SRAD,no_filing,0001836470,,,
BNIX,cik_not_found,,,,
FHLT,cik_not_found,,,,
FLAG,cik_not_found,,,,
SLVR,cik_not_found,,,,
BNNR,cik_not_found,,,,
DWAC,cik_not_found,,,,
OXUS,cik_not_found,,,,
DTRT,cik_not_found,,,,
GIPR,no_filing,0001651721,,,
INAQ,cik_not_found,,,,
CNDA,cached,,data/raw/s1_filings/CNDA_2021-09-01.txt,data/raw/s1_filings/CNDA_2021-09-01_risk_factors.txt,data/raw/s1_filings/CNDA_2021-09-01_mda.txt
CHWA,cik_not_found,,,,
DDI,no_filing,0001799567,,,
REVE,cik_not_found,,,,
ATLN,cached,,data/raw/s1_filings/ATLN_2021-08-27.txt,data/raw/s1_filings/ATLN_2021-08-27_risk_factors.txt,data/raw/s1_filings/ATLN_2021-08-27_mda.txt
CCAI,cik_not_found,,,,
MEOA,cik_not_found,,,,
RNXT,cached,,data/raw/s1_filings/RNXT_2021-08-26.txt,data/raw/s1_filings/RNXT_2021-08-26_risk_factors.txt,data/raw/s1_filings/RNXT_2021-08-26_mda.txt
SWSS,cik_not_found,,,,
WAVC,cik_not_found,,,,
AACI,no_filing,0002092897,,,
APMI,cik_not_found,,,,
CENQ,cik_not_found,,,,
DRMA,cached,,data/raw/s1_filings/DRMA_2021-08-13.txt,data/raw/s1_filings/DRMA_2021-08-13_risk_factors.txt,data/raw/s1_filings/DRMA_2021-08-13_mda.txt
JAQC,cik_not_found,,,,
KCGI,cik_not_found,,,,
MYSE,cached,,data/raw/s1_filings/MYSE_2021-08-13.txt,data/raw/s1_filings/MYSE_2021-08-13_risk_factors.txt,data/raw/s1_filings/MYSE_2021-08-13_mda.txt
AFTR,cik_not_found,,,,
OXAC,cik_not_found,,,,
PPHP,cik_not_found,,,,
SSBK,cik_not_found,,,,
CNTQ,cik_not_found,,,,
DCRD,cik_not_found,,,,
PONO,no_filing,0002108164,,,
TPBA,cik_not_found,,,,
VCXA,cik_not_found,,,,
WQGA,cik_not_found,,,,
AHPA,cik_not_found,,,,
ASPA,cik_not_found,,,,
CLYM,cached,,data/raw/s1_filings/CLYM_2021-08-10.txt,data/raw/s1_filings/CLYM_2021-08-10_risk_factors.txt,data/raw/s1_filings/CLYM_2021-08-10_mda.txt
CPAA,cik_not_found,,,,
ELYM,cik_not_found,,,,
IVVD,cached,,data/raw/s1_filings/IVVD_2021-08-06.txt,data/raw/s1_filings/IVVD_2021-08-06_risk_factors.txt,data/raw/s1_filings/IVVD_2021-08-06_mda.txt
NOVV,cik_not_found,,,,
ROCG,cik_not_found,,,,
RVAC,cik_not_found,,,,
EWCZ,cached,,data/raw/s1_filings/EWCZ_2021-08-05.txt,data/raw/s1_filings/EWCZ_2021-08-05_risk_factors.txt,data/raw/s1_filings/EWCZ_2021-08-05_mda.txt
GLEE,cik_not_found,,,,
WEBR,cik_not_found,,,,
AMCI,no_filing,0001937891,,,
BWC,cik_not_found,,,,
HWEL,cik_not_found,,,,
DOLE,no_filing,0001857475,,,
IMRX,cached,,data/raw/s1_filings/IMRX_2021-07-30.txt,data/raw/s1_filings/IMRX_2021-07-30_risk_factors.txt,data/raw/s1_filings/IMRX_2021-07-30_mda.txt
INAB,cached,,data/raw/s1_filings/INAB_2021-07-30.txt,data/raw/s1_filings/INAB_2021-07-30_risk_factors.txt,data/raw/s1_filings/INAB_2021-07-30_mda.txt
MXCT,cached,,data/raw/s1_filings/MXCT_2021-07-30.txt,data/raw/s1_filings/MXCT_2021-07-30_risk_factors.txt,data/raw/s1_filings/MXCT_2021-07-30_mda.txt
OMGA,cik_not_found,,,,
RANI,cached,,data/raw/s1_filings/RANI_2021-07-30.txt,data/raw/s1_filings/RANI_2021-07-30_risk_factors.txt,data/raw/s1_filings/RANI_2021-07-30_mda.txt
RXST,cached,,data/raw/s1_filings/RXST_2021-07-30.txt,data/raw/s1_filings/RXST_2021-07-30_risk_factors.txt,data/raw/s1_filings/RXST_2021-07-30_mda.txt
TNYA,cached,,data/raw/s1_filings/TNYA_2021-07-30.txt,data/raw/s1_filings/TNYA_2021-07-30_risk_factors.txt,data/raw/s1_filings/TNYA_2021-07-30_mda.txt
ZLSSF,cik_not_found,,,,
COOK,cached,,data/raw/s1_filings/COOK_2021-07-29.txt,data/raw/s1_filings/COOK_2021-07-29_risk_factors.txt,data/raw/s1_filings/COOK_2021-07-29_mda.txt
HOOD,no_filing,0001783879,,,
ICVX,cik_not_found,,,,
IMAQ,cached,,data/raw/s1_filings/IMAQ_2021-07-29.txt,data/raw/s1_filings/IMAQ_2021-07-29_risk_factors.txt,data/raw/s1_filings/IMAQ_2021-07-29_mda.txt
MTAL,no_filing,0002107724,,,
NUVL,cached,,data/raw/s1_filings/NUVL_2021-07-29.txt,data/raw/s1_filings/NUVL_2021-07-29_risk_factors.txt,data/raw/s1_filings/NUVL_2021-07-29_mda.txt
RLYB,cached,,data/raw/s1_filings/RLYB_2021-07-29.txt,data/raw/s1_filings/RLYB_2021-07-29_risk_factors.txt,data/raw/s1_filings/RLYB_2021-07-29_mda.txt
RSKD,no_filing,0001851112,,,
SWAG,no_filing,0001872525,,,
DALS,cik_not_found,,,,
DUOL,cached,,data/raw/s1_filings/DUOL_2021-07-28.txt,data/raw/s1_filings/DUOL_2021-07-28_risk_factors.txt,data/raw/s1_filings/DUOL_2021-07-28_mda.txt
MLNK,cik_not_found,,,,
PLMJ,cik_not_found,,,,
PWSC,cik_not_found,,,,
SEPA,cik_not_found,,,,
SNPO,cik_not_found,,,,
ALPA,cik_not_found,,,,
CADL,cached,,data/raw/s1_filings/CADL_2021-07-27.txt,data/raw/s1_filings/CADL_2021-07-27_risk_factors.txt,data/raw/s1_filings/CADL_2021-07-27_mda.txt
WRAC,cik_not_found,,,,
BLNG,cik_not_found,,,,
CNM,cached,,data/raw/s1_filings/CNM_2021-07-23.txt,data/raw/s1_filings/CNM_2021-07-23_risk_factors.txt,data/raw/s1_filings/CNM_2021-07-23_mda.txt
CRBU,cached,,data/raw/s1_filings/CRBU_2021-07-23.txt,data/raw/s1_filings/CRBU_2021-07-23_risk_factors.txt,data/raw/s1_filings/CRBU_2021-07-23_mda.txt
CTKB,cached,,data/raw/s1_filings/CTKB_2021-07-23.txt,data/raw/s1_filings/CTKB_2021-07-23_risk_factors.txt,data/raw/s1_filings/CTKB_2021-07-23_mda.txt
GAMB,no_filing,0001839799,,,
OB,cik_not_found,,,,
